unique_id,ds,y,y_hat_naive2
W50,1989-06-11,3266.05,3196.7273311572126
W50,1989-06-18,3158.09,3224.7144547826792
W50,1989-06-25,3089.9,3212.8676018990304
W50,1989-07-02,3130.95,3207.610436201032
W50,1989-07-09,3164.39,3203.719103085204
W51,1989-08-20,6549.4,6544.334214260624
W51,1989-08-27,6749.6,6548.029872798796
W51,1989-09-03,6672.9,6561.208086364752
W51,1989-09-10,6664.1,6531.854565653163
W51,1989-09-17,6601.3,6509.700571092076
W51,1989-09-24,6601.8,6469.102491048602
W51,1989-10-01,6483.1,6460.932928520821
W51,1989-10-08,6488.7,6505.1085545648075
W51,1989-10-15,6431.8,6511.135317620246
W51,1989-10-22,6468.2,6510.976791749066
W51,1989-10-29,6418.9,6519.439451234219
W51,1989-11-05,6383.5,6526.149696777749
W51,1989-11-12,6403.6,6514.219436358038
W52,1989-08-27,6980.8,7081.656046331641
W52,1989-09-03,7049.9,7058.674642455659
W52,1989-09-10,6985.1,7043.17790241346
W52,1989-09-17,7060.9,7033.325903048106
W52,1989-09-24,7021.9,6992.460371655854
W52,1989-10-01,7015.0,7016.3661238851955
W52,1989-10-08,6921.2,6992.154457649436
W52,1989-10-15,6940.5,7073.655158949384
W52,1989-10-22,6942.0,7044.786921692106
W52,1989-10-29,6894.3,7020.63243121053
W52,1989-11-05,6783.9,6999.806802420767
W52,1989-11-12,6801.8,7018.120147036935
W52,1989-11-19,6773.4,6993.345616044849
W53,1993-02-21,1915.5,1927.7212345162084
W53,1993-02-28,1845.1,2004.0615782240845
W53,1993-03-07,1867.4,1949.664928452713
W53,1993-03-14,2142.0,1958.8478750678
W53,1993-03-21,2309.8,1937.6860768387485
W53,1993-03-28,2248.6,1927.0310240769654
W53,1993-04-04,2182.6,2006.856301203957
W53,1993-04-11,2050.6,2085.0848524447397
W53,1993-04-18,1986.8,2104.154351780379
W53,1993-04-25,1865.6,2058.665665559664
W53,1993-05-02,1912.3,1992.1917407144538
W53,1993-05-09,1982.7,1953.5536680363434
W53,1993-05-16,1933.5,1874.7402836980443
W54,1985-10-20,2483.0,2498.7352232509497
W54,1985-10-27,2491.0,2505.2143532527402
W54,1985-11-03,2474.0,2495.146258324932
W54,1985-11-10,2491.0,2490.503849326281
W54,1985-11-17,2483.0,2490.7060914346234
W54,1985-11-24,2460.0,2509.763859851567
W54,1985-12-01,2473.0,2512.619807399961
W54,1985-12-08,2448.0,2536.3129616224965
W54,1985-12-15,2429.0,2556.7149857359777
W54,1985-12-22,2411.0,2563.906096388949
W54,1985-12-29,2434.0,2574.431288955078
W54,1986-01-05,2445.0,2564.222645065304
W54,1986-01-12,2439.0,2554.2022623758344
W55,2000-10-22,5056.0,4995.932199854256
W55,2000-10-29,4936.0,4997.410478410106
W55,2000-11-05,4551.0,4925.358414840786
W55,2000-11-12,4461.0,4843.027224442958
W55,2000-11-19,4515.0,4820.026969041445
W55,2000-11-26,4725.0,4821.843423339234
W55,2000-12-03,4863.0,4845.585409084847
W55,2000-12-10,5097.0,4821.624189863017
W55,2000-12-17,5191.0,4805.53155041866
W55,2000-12-24,5195.0,4835.7422735368355
W55,2000-12-31,5328.0,4837.726987646663
W55,2001-01-07,5342.0,4807.76507872809
W55,2001-01-14,5207.0,4746.507672564773
W56,1991-08-18,3030.0,3050.954816314444
W56,1991-08-25,3099.0,3131.433728167859
W56,1991-09-01,3193.0,3212.8304316113886
W56,1991-09-08,3261.0,3295.647153662471
W56,1991-09-15,3334.0,3371.7961712888605
W56,1991-09-22,3440.0,3447.6140062766735
W56,1991-09-29,3538.0,3524.5132198953456
W56,1991-10-06,3633.0,3588.2852296834485
W56,1991-10-13,3733.0,3638.726789010983
W56,1991-10-20,3814.0,3669.865915000538
W56,1991-10-27,3877.0,3678.2681501358265
W56,1991-11-03,3929.0,3668.1805100128513
W56,1991-11-10,3978.0,3642.4448060472296
W57,1977-01-02,2070.0,2070.195837154728
W57,1977-01-09,1970.0,1971.075142568852
W57,1977-01-16,1830.0,1878.0417627002798
W57,1977-01-23,1730.0,1809.7127822156363
W57,1977-01-30,1640.0,1739.2361178003048
W57,1977-02-06,1550.0,1656.316679941817
W57,1977-02-13,1500.0,1601.4225262561754
W57,1977-02-20,1460.0,1539.4370868533902
W57,1977-02-27,1460.0,1466.8339685068959
W57,1977-03-06,1390.0,1415.1743089185018
W57,1977-03-13,1370.0,1402.5198163804266
W57,1977-03-20,1370.0,1386.0133093918996
W57,1977-03-27,1410.0,1377.8903933111872
W58,1982-09-05,3485.0,3386.546416511422
W58,1982-09-12,3651.0,3316.0454555945603
W58,1982-09-19,3681.0,3304.258862190998
W58,1982-09-26,3704.0,3281.1168261722064
W58,1982-10-03,3737.0,3293.562120630607
W58,1982-10-10,3907.0,3348.6752690679887
W58,1982-10-17,3747.0,3395.7669424184096
W58,1982-10-24,3820.0,3412.7203451307137
W58,1982-10-31,3842.0,3380.8709421020712
W58,1982-11-07,3649.0,3342.002174024352
W58,1982-11-14,3414.0,3295.834207467698
W58,1982-11-21,3116.0,3280.326683771837
W58,1982-11-28,2984.0,3302.041044691137
W59,1976-08-01,2350.0,2690.0
W59,1976-08-08,2040.0,2690.0
W59,1976-08-15,2030.0,2690.0
W59,1976-08-22,1600.0,2690.0
W59,1976-08-29,1160.0,2690.0
W59,1976-09-05,2140.0,2690.0
W59,1976-09-12,2780.0,2690.0
W59,1976-09-19,1910.0,2690.0
W59,1976-09-26,2180.0,2690.0
W59,1976-10-03,2170.0,2690.0
W59,1976-10-10,2010.0,2690.0
W59,1976-10-17,1690.0,2690.0
W59,1976-10-24,1880.0,2690.0
W6,2000-09-17,502.0,505.9830759423553
W6,2000-09-24,568.0,560.8071094888969
W6,2000-10-01,528.0,563.7761381300551
W6,2000-10-08,632.0,668.0627356696046
W6,2000-10-15,606.0,788.0894716850735
W6,2000-10-22,785.0,910.9052405739715
W6,2000-10-29,779.0,1004.2243993236012
W6,2000-11-05,834.0,848.262129623032
W6,2000-11-12,906.0,815.7266314581288
W6,2000-11-19,1372.0,732.9507007719798
W6,2000-11-26,1080.0,649.8383943211195
W6,2000-12-03,938.0,598.5079518239796
W6,2000-12-10,752.0,549.5591151835364
W60,2013-10-13,9160.47,9028.75372587627
W60,2013-10-20,9180.81,9023.851786228608
W60,2013-10-27,9257.59,9015.145596059443
W60,2013-11-03,9244.22,9043.583347333057
W60,2013-11-10,9195.97,9052.375414445572
W60,2013-11-17,9383.28,9038.47106828076
W60,2013-11-24,9480.43,9032.884950668455
W60,2013-12-01,9506.87,9039.50667390883
W60,2013-12-08,9431.19,9040.910914276668
W60,2013-12-15,9450.03,9053.074090907941
W60,2013-12-22,9630.17,9049.694346473723
W60,2013-12-29,9660.81,9045.680445216734
W60,2014-01-05,9601.98,9067.333223348074
W61,2002-09-08,10128.3,10121.13406087983
W61,2002-09-15,10802.8,10369.904153214178
W61,2002-09-22,10802.8,10356.265577196387
W61,2002-09-29,10971.1,10160.060588000299
W61,2002-10-06,10971.1,10153.141969647191
W61,2002-10-13,10436.8,10499.298342181633
W61,2002-10-20,10436.8,10485.277660239368
W61,2002-10-27,11025.5,10094.391657498138
W61,2002-11-03,11025.5,10085.817815521636
W61,2002-11-10,10135.8,10025.488150304553
W61,2002-11-17,10135.8,10015.28520652032
W61,2002-11-24,10934.7,9451.062989442853
W61,2002-12-01,10934.7,9437.841541209387
W62,2011-10-09,7208.8,7229.893803769728
W62,2011-10-16,7061.6,7268.558962129191
W62,2011-10-23,7061.6,7304.713156379613
W62,2011-10-30,7018.9,7309.304012169228
W62,2011-11-06,7018.9,7291.596441531879
W62,2011-11-13,7157.6,7430.337360875563
W62,2011-11-20,7157.6,7431.379166186568
W62,2011-11-27,7144.4,7692.407670248535
W62,2011-12-04,7144.4,7663.352678520689
W62,2011-12-11,7536.5,7775.409568108812
W62,2011-12-18,7536.5,7723.1307202486
W62,2011-12-25,7620.1,7843.597065840045
W62,2012-01-01,7620.1,7713.271938333138
W63,2011-10-09,6062.1,6091.410920688839
W63,2011-10-16,6110.6,6142.118573388871
W63,2011-10-23,6110.6,6176.906856552106
W63,2011-10-30,6119.9,6147.476531425974
W63,2011-11-06,6119.9,6132.040904490277
W63,2011-11-13,6115.9,6307.5859409060995
W63,2011-11-20,6115.9,6312.097744186839
W63,2011-11-27,6194.7,6409.304725717163
W63,2011-12-04,6194.7,6367.839754532383
W63,2011-12-11,6386.4,6531.850427238685
W63,2011-12-18,6386.4,6487.009485995695
W63,2011-12-25,6649.3,6475.720140275574
W63,2012-01-01,6649.3,6364.083292559148
W64,2011-10-02,14834.0,13890.972388998089
W64,2011-10-09,12734.0,14169.61497185332
W64,2011-10-16,12772.0,14443.541039064312
W64,2011-10-23,13825.0,14369.241702076337
W64,2011-10-30,15080.0,14295.878055789643
W64,2011-11-06,12824.0,14333.081080004511
W64,2011-11-13,12879.0,14761.817820420238
W64,2011-11-20,13769.0,14782.76606437984
W64,2011-11-27,14767.0,14721.790315127622
W64,2011-12-04,13645.0,14595.852108978232
W64,2011-12-11,12832.0,14865.232639785132
W64,2011-12-18,13629.0,14748.313237834907
W64,2011-12-25,15073.0,14326.062366205579
W65,2011-10-02,20461.0,19390.959728518115
W65,2011-10-09,17999.0,19665.81086889572
W65,2011-10-16,18027.0,19940.46406475977
W65,2011-10-23,19270.0,19904.383612439062
W65,2011-10-30,20726.0,19824.55438145289
W65,2011-11-06,18118.0,19821.781314517935
W65,2011-11-13,18144.0,20247.643754376873
W65,2011-11-20,19242.0,20319.49379758579
W65,2011-11-27,20438.0,20287.860731703073
W65,2011-12-04,19136.0,20172.469890270375
W65,2011-12-11,18135.0,20469.217985710115
W65,2011-12-18,19163.0,20385.33728528454
W65,2011-12-25,20871.0,19993.961684136404
W66,2011-10-02,7318.7,7305.202932548082
W66,2011-10-09,7580.2,7278.015700944917
W66,2011-10-16,7605.2,7273.803946905669
W66,2011-10-23,7418.2,7284.92347074916
W66,2011-10-30,7320.8,7300.188377917057
W66,2011-11-06,7633.4,7313.956405516406
W66,2011-11-13,7663.4,7316.781115112241
W66,2011-11-20,7564.1,7329.160578720587
W66,2011-11-27,7418.4,7363.700039025559
W66,2011-12-04,7616.0,7373.637099553792
W66,2011-12-11,7729.0,7354.92367399643
W66,2011-12-18,7645.0,7356.344613434207
W66,2011-12-25,7464.2,7360.122381148802
W67,1995-02-19,13361.0,13311.650483145435
W67,1995-02-26,13641.0,13300.494760752214
W67,1995-03-05,13485.0,13338.189136052251
W67,1995-03-12,13635.0,13354.759444164149
W67,1995-03-19,13869.0,13342.094366510946
W67,1995-03-26,13787.0,13332.00466607494
W67,1995-04-02,13846.0,13359.794506575747
W67,1995-04-09,13810.0,13368.384826222768
W67,1995-04-16,13958.0,13359.602393189716
W67,1995-04-23,13995.0,13351.298548245097
W67,1995-04-30,13987.0,13373.311675528545
W67,1995-05-07,14185.0,13380.768998322657
W67,1995-05-14,14413.0,13354.26398424746
W68,1982-07-11,6925.91,6893.469487860736
W68,1982-07-18,6949.42,6877.40284679487
W68,1982-07-25,6997.28,6859.230063404442
W68,1982-08-01,7002.45,6827.321611223038
W68,1982-08-08,6998.8,6802.991873358578
W68,1982-08-15,6970.53,6765.845348951496
W68,1982-08-22,7019.43,6770.106417977762
W68,1982-08-29,7039.14,6739.385957713014
W68,1982-09-05,7041.96,6731.429002231336
W68,1982-09-12,6974.79,6724.7191727910795
W68,1982-09-19,6967.61,6690.273783388472
W68,1982-09-26,6968.64,6648.117800591892
W68,1982-10-03,6957.49,6660.838453785508
W69,1979-09-02,6930.32,6919.978828771669
W69,1979-09-09,6983.87,6893.9196151795895
W69,1979-09-16,7009.79,6846.147615901924
W69,1979-09-23,7004.0,6829.637651755155
W69,1979-09-30,7003.5,6785.441366900263
W69,1979-10-07,6971.28,6787.4530032073935
W69,1979-10-14,7036.53,6755.30912057047
W69,1979-10-21,7049.97,6720.743238517747
W69,1979-10-28,7035.15,6690.788027022519
W69,1979-11-04,6965.37,6733.0777015492895
W69,1979-11-11,6967.94,6700.506276606478
W69,1979-11-18,6962.49,6685.474330728405
W69,1979-11-25,6960.41,6712.121489398869
W7,2000-09-24,3117.0,3156.8831452431386
W7,2000-10-01,2579.0,3395.250604358139
W7,2000-10-08,3199.0,3360.9245929439267
W7,2000-10-15,1716.0,3397.6793677605465
W7,2000-10-22,4558.0,4517.861182392643
W7,2000-10-29,3001.0,5950.6131771163255
W7,2000-11-05,3263.0,6124.717239772306
W7,2000-11-12,3110.0,5580.806123219176
W7,2000-11-19,5899.0,4864.261738404922
W7,2000-11-26,7148.0,3980.665431621783
W7,2000-12-03,4048.0,3287.864385317472
W7,2000-12-10,2707.0,3016.85161498836
W7,2000-12-17,2579.0,2824.0921688365165
W70,1979-04-15,2612.74,2593.4158019960814
W70,1979-04-22,2607.29,2584.258853300897
W70,1979-04-29,2583.84,2582.1179759135603
W70,1979-05-06,2601.24,2587.248545544495
W70,1979-05-13,2597.5,2577.269844157082
W70,1979-05-20,2591.6,2571.4170026482802
W70,1979-05-27,2648.13,2590.4046769262304
W70,1979-06-03,2649.71,2589.2454421798834
W70,1979-06-10,2654.19,2585.5432339069116
W70,1979-06-17,2655.63,2582.6946125917357
W70,1979-06-24,2614.58,2567.4781106582304
W70,1979-07-01,2613.64,2567.157780753132
W70,1979-07-08,2614.93,2570.037172421465
W71,1979-05-06,1930.0,1937.327203948815
W71,1979-05-13,1927.0,1933.0683416769818
W71,1979-05-20,1927.0,1940.3414249837595
W71,1979-05-27,1907.0,1929.2988648018893
W71,1979-06-03,1906.0,1936.8191936153803
W71,1979-06-10,1903.0,1971.545141586126
W71,1979-06-17,1903.0,1977.2311129002853
W71,1979-06-24,1902.0,1955.742143831562
W71,1979-07-01,1897.0,1962.1231891104642
W71,1979-07-08,1897.0,1959.3258139166123
W71,1979-07-15,1896.0,1962.347299138634
W71,1979-07-22,1893.0,1985.1492903209582
W71,1979-07-29,1892.0,1997.5751590279644
W72,1979-05-06,1930.0,1936.5259631612348
W72,1979-05-13,1927.0,1935.0946194867784
W72,1979-05-20,1927.0,1942.2326205844804
W72,1979-05-27,1907.0,1930.8994234031602
W72,1979-06-03,1906.0,1938.3841442786193
W72,1979-06-10,1903.0,1973.050776613772
W72,1979-06-17,1903.0,1978.5342074284706
W72,1979-06-24,1902.0,1958.3017392866063
W72,1979-07-01,1897.0,1965.1354251114808
W72,1979-07-08,1897.0,1960.977384196873
W72,1979-07-15,1896.0,1966.0737555820328
W72,1979-07-22,1893.0,1988.360494624552
W72,1979-07-29,1892.0,1994.0213646325117
W73,1979-05-06,1930.0,1936.525875251413
W73,1979-05-13,1927.0,1935.0944204658092
W73,1979-05-20,1927.0,1942.2692215769418
W73,1979-05-27,1907.0,1930.9553686219342
W73,1979-06-03,1906.0,1938.3837369815385
W73,1979-06-10,1903.0,1973.0508128822748
W73,1979-06-17,1903.0,1978.5340663287652
W73,1979-06-24,1902.0,1958.3065680868058
W73,1979-07-01,1897.0,1965.1397937870775
W73,1979-07-08,1897.0,1960.9167515204738
W73,1979-07-15,1896.0,1966.1964577488898
W73,1979-07-22,1893.0,1988.3646996389984
W73,1979-07-29,1892.0,1994.0054942197112
W74,1983-10-30,4494.5,5972.34633329677
W74,1983-11-06,3936.22,6013.031951507525
W74,1983-11-13,4013.09,6012.889596997838
W74,1983-11-20,3951.31,6137.310668993451
W74,1983-11-27,3701.88,5794.1785105375675
W74,1983-12-04,3380.45,5787.661523159554
W74,1983-12-11,3652.31,5928.869514263143
W74,1983-12-18,3893.49,5750.19858442114
W74,1983-12-25,4156.82,5722.049881803923
W74,1984-01-01,4353.71,5946.799682361653
W74,1984-01-08,4927.72,6273.9322479023185
W74,1984-01-15,5405.49,6751.917031108547
W74,1984-01-22,6528.25,6458.891103831203
W75,1983-10-30,23442.9,23971.768076978504
W75,1983-11-06,23935.8,23911.534515037685
W75,1983-11-13,24274.4,24961.06392638839
W75,1983-11-20,23870.6,24199.452382837902
W75,1983-11-27,23235.6,23975.186155166026
W75,1983-12-04,23930.5,23924.04511830706
W75,1983-12-11,25498.8,23708.546498934982
W75,1983-12-18,25416.7,22903.74238605744
W75,1983-12-25,23773.6,23459.31095625496
W75,1984-01-01,25931.8,25525.636513051646
W75,1984-01-08,25269.5,25121.83244204721
W75,1984-01-15,24984.5,25097.687179384062
W75,1984-01-22,25674.5,24009.262620519945
W76,1974-09-29,440.0,440.0
W76,1974-10-06,440.0,440.0
W76,1974-10-13,440.0,440.0
W76,1974-10-20,440.0,440.0
W76,1974-10-27,440.0,440.0
W76,1974-11-03,440.0,440.0
W76,1974-11-10,440.0,440.0
W76,1974-11-17,440.0,440.0
W76,1974-11-24,240.0,440.0
W76,1974-12-01,240.0,440.0
W76,1974-12-08,240.0,440.0
W76,1974-12-15,240.0,440.0
W76,1974-12-22,240.0,440.0
W77,1983-10-30,3977.66,3926.51
W77,1983-11-06,4541.82,3926.51
W77,1983-11-13,5291.64,3926.51
W77,1983-11-20,4690.9,3926.51
W77,1983-11-27,4198.24,3926.51
W77,1983-12-04,4610.46,3926.51
W77,1983-12-11,4725.98,3926.51
W77,1983-12-18,4681.88,3926.51
W77,1983-12-25,3926.7,3926.51
W77,1984-01-01,3826.87,3926.51
W77,1984-01-08,4457.07,3926.51
W77,1984-01-15,4650.71,3926.51
W77,1984-01-22,4440.09,3926.51
W78,1983-10-30,3923.9,3833.74
W78,1983-11-06,4525.96,3833.74
W78,1983-11-13,5268.49,3833.74
W78,1983-11-20,4149.73,3833.74
W78,1983-11-27,4106.37,3833.74
W78,1983-12-04,4300.7,3833.74
W78,1983-12-11,4930.68,3833.74
W78,1983-12-18,4726.57,3833.74
W78,1983-12-25,3929.57,3833.74
W78,1984-01-01,4190.49,3833.74
W78,1984-01-08,4428.39,3833.74
W78,1984-01-15,4249.56,3833.74
W78,1984-01-22,4221.58,3833.74
W79,1983-10-30,1560.0,1477.2794856438484
W79,1983-11-06,1720.0,1438.6708190260247
W79,1983-11-13,1770.0,1430.185405277886
W79,1983-11-20,1820.0,1398.4647912425467
W79,1983-11-27,1860.0,1367.6624675670018
W79,1983-12-04,1930.0,1360.7595630806713
W79,1983-12-11,1790.0,1349.137223040925
W79,1983-12-18,1660.0,1368.9431739734282
W79,1983-12-25,1620.0,1373.7412932464238
W79,1984-01-01,1600.0,1392.0084188993362
W79,1984-01-08,1590.0,1436.375343921631
W79,1984-01-15,1640.0,1467.329569023091
W79,1984-01-22,1670.0,1492.66141163353
W8,2001-02-11,3430.0,3412.485243855365
W8,2001-02-18,2870.0,3719.8778857841653
W8,2001-02-25,4620.0,4295.414566061336
W8,2001-03-04,4890.0,4374.275852678334
W8,2001-03-11,7470.0,4873.000054540114
W8,2001-03-18,6960.0,4740.997896450216
W8,2001-03-25,6430.0,4199.373344898891
W8,2001-04-01,3970.0,3857.943376467727
W8,2001-04-08,3650.0,3721.1931835731557
W8,2001-04-15,5730.0,3568.465016326002
W8,2001-04-22,4500.0,2999.9205390993575
W8,2001-04-29,2870.0,2702.0250922938717
W8,2001-05-06,3270.0,2457.3495710516295
W80,1983-10-30,1720.0,1485.4318264583956
W80,1983-11-06,1760.0,1478.8945067712882
W80,1983-11-13,1810.0,1448.3066060571425
W80,1983-11-20,1840.0,1411.341403216898
W80,1983-11-27,1950.0,1406.5291439426023
W80,1983-12-04,1820.0,1388.7500771648442
W80,1983-12-11,1670.0,1411.4184508892608
W80,1983-12-18,1620.0,1415.5849264742571
W80,1983-12-25,1600.0,1429.7268287795755
W80,1984-01-01,1580.0,1477.7912165856549
W80,1984-01-08,1640.0,1510.644143105826
W80,1984-01-15,1660.0,1532.2335114426553
W80,1984-01-22,1760.0,1582.4287736392614
W81,1983-10-30,23057.9,24763.17741274964
W81,1983-11-06,24044.6,24889.054427117368
W81,1983-11-13,23942.2,25139.198218155325
W81,1983-11-20,23970.5,25332.35831236996
W81,1983-11-27,23519.0,24726.13038247234
W81,1983-12-04,23811.9,24585.302681964717
W81,1983-12-11,24756.7,24620.95759824671
W81,1983-12-18,24982.2,23799.611547124565
W81,1983-12-25,24388.4,23979.742129926297
W81,1984-01-01,24379.1,25564.732464379787
W81,1984-01-08,25518.2,26076.72454246559
W81,1984-01-15,24728.0,26480.41262716637
W81,1984-01-22,25659.7,25123.013297124315
W82,1995-11-26,4417.421,4445.438313092408
W82,1995-12-03,4434.675,4446.3333074504935
W82,1995-12-10,4430.035,4472.402869765844
W82,1995-12-17,4412.757,4484.609366486354
W82,1995-12-24,4414.728,4498.470816488347
W82,1995-12-31,4419.787,4486.994446225169
W82,1996-01-07,4422.151,4500.721745955994
W82,1996-01-14,4410.932,4522.4906749844495
W82,1996-01-21,4409.458,4549.21786153481
W82,1996-01-28,4417.371,4546.201408470159
W82,1996-02-04,4423.566,4517.577713492709
W82,1996-02-11,4427.224,4461.740152422681
W82,1996-02-18,4414.39,4449.785792913243
W83,1979-04-15,6001.5,6019.461903228414
W83,1979-04-22,5974.5,6089.197035054004
W83,1979-04-29,5931.6,6097.032878038787
W83,1979-05-06,6028.6,6039.670017792881
W83,1979-05-13,6053.0,6043.300371786696
W83,1979-05-20,6064.0,6043.3891714937245
W83,1979-05-27,6017.2,6026.8529576805395
W83,1979-06-03,5972.1,5983.708131433654
W83,1979-06-10,5997.6,5944.830818894221
W83,1979-06-17,5991.1,5994.565312090774
W83,1979-06-24,5939.8,5907.220201211043
W83,1979-07-01,5939.5,5881.086848202384
W83,1979-07-08,5940.6,5863.819924430623
W84,1979-04-15,6016.7,6032.4495733313315
W84,1979-04-22,5923.8,6065.828273944003
W84,1979-04-29,5945.0,6018.51238760408
W84,1979-05-06,6050.1,6014.430288676412
W84,1979-05-13,6069.5,6007.928599488905
W84,1979-05-20,6022.3,6046.08662680839
W84,1979-05-27,5944.7,5978.275496933004
W84,1979-06-03,5985.6,5961.36594483286
W84,1979-06-10,5996.0,5941.348894100557
W84,1979-06-17,5978.0,5972.5120684513195
W84,1979-06-24,5937.4,5871.615958951138
W84,1979-07-01,5937.5,5851.0761288165495
W84,1979-07-08,5944.0,5825.986820439851
W85,1983-10-30,17289.0,17261.414417047035
W85,1983-11-06,17312.0,17226.74001511264
W85,1983-11-13,17335.0,17245.55678465936
W85,1983-11-20,17364.0,17273.59961169606
W85,1983-11-27,17429.0,17239.711079470337
W85,1983-12-04,17501.0,17255.142922627416
W85,1983-12-11,17567.0,17281.330976339064
W85,1983-12-18,17632.0,17219.54940892181
W85,1983-12-25,17683.0,17144.904116548943
W85,1984-01-01,17718.0,17080.291434201077
W85,1984-01-08,17753.0,16994.804488299706
W85,1984-01-15,17791.0,16884.078204339476
W85,1984-01-22,17808.0,16650.226339303037
W86,1983-10-30,17297.0,17242.46209169195
W86,1983-11-06,17320.0,17244.370177062814
W86,1983-11-13,17344.0,17271.415940142277
W86,1983-11-20,17385.0,17285.938191157355
W86,1983-11-27,17454.0,17265.030359071745
W86,1983-12-04,17522.0,17324.345703477724
W86,1983-12-11,17601.0,17274.199959216534
W86,1983-12-18,17661.0,17198.354782368573
W86,1983-12-25,17696.0,17150.461147854843
W86,1984-01-01,17731.0,17074.06106437139
W86,1984-01-08,17766.0,16963.189006542547
W86,1984-01-15,17801.0,16861.364360442174
W86,1984-01-22,17791.0,16394.743258994244
W87,1977-04-10,1094.56,1084.39
W87,1977-04-17,1094.52,1084.39
W87,1977-04-24,1092.83,1084.39
W87,1977-05-01,1091.55,1084.39
W87,1977-05-08,1098.78,1084.39
W87,1977-05-15,1099.02,1084.39
W87,1977-05-22,1096.83,1084.39
W87,1977-05-29,1093.89,1084.39
W87,1977-06-05,1089.57,1084.39
W87,1977-06-12,1099.3,1084.39
W87,1977-06-19,1098.45,1084.39
W87,1977-06-26,1095.05,1084.39
W87,1977-07-03,1088.79,1084.39
W88,2013-10-06,12154.01,11996.11513433468
W88,2013-10-13,12042.04,12013.67943202283
W88,2013-10-20,12027.43,12039.427656923868
W88,2013-10-27,11998.81,12049.882985156124
W88,2013-11-03,12089.79,12080.489186279243
W88,2013-11-10,12025.85,12132.11212908288
W88,2013-11-17,12079.76,12112.330154897601
W88,2013-11-24,12053.18,12139.097085364161
W88,2013-12-01,12179.34,12090.105630056045
W88,2013-12-08,12133.8,12038.092930167913
W88,2013-12-15,12093.14,12000.699375879385
W88,2013-12-22,12163.75,11959.102501104655
W88,2013-12-29,12117.78,11896.510059857237
W89,1990-01-07,1185.62,1168.543306962211
W89,1990-01-14,1180.63,1186.3652643193377
W89,1990-01-21,1201.97,1178.9911058110383
W89,1990-01-28,1132.26,1180.9909638308484
W89,1990-02-04,1087.99,1178.4692359862077
W89,1990-02-11,1095.31,1190.089488661704
W89,1990-02-18,1151.72,1157.322032504871
W89,1990-02-25,1115.15,1162.503490099822
W89,1990-03-04,1107.33,1168.0826861908706
W89,1990-03-11,1089.42,1183.6656711901123
W89,1990-03-18,1084.26,1172.6217531237794
W89,1990-03-25,1103.96,1148.7165755580543
W89,1990-04-01,1071.63,1143.5927370886413
W9,2000-09-24,8100.0,8017.849008884214
W9,2000-10-01,7481.0,7979.642910944637
W9,2000-10-08,8953.0,8329.818985875194
W9,2000-10-15,8087.0,8251.082238391626
W9,2000-10-22,9724.0,8594.117116794268
W9,2000-10-29,8993.0,8657.681931725101
W9,2000-11-05,10011.0,8836.08433598419
W9,2000-11-12,9705.0,8537.09768931378
W9,2000-11-19,8397.0,8286.510160483034
W9,2000-11-26,7560.0,7927.386127005478
W9,2000-12-03,8669.0,7302.014426754812
W9,2000-12-10,7574.0,6867.161881037944
W9,2000-12-17,7106.0,6551.134491519806
W90,1990-01-07,1828.128,1837.4987208460389
W90,1990-01-14,1861.782,1843.5548238115223
W90,1990-01-21,1872.236,1844.52265301653
W90,1990-01-28,1854.954,1841.7096715724595
W90,1990-02-04,1852.089,1843.2339729214075
W90,1990-02-11,1854.091,1844.289537428652
W90,1990-02-18,1868.669,1837.4343003635333
W90,1990-02-25,1893.618,1844.5749060540331
W90,1990-03-04,1859.457,1855.3078427380754
W90,1990-03-11,1860.784,1852.2163665771861
W90,1990-03-18,1871.368,1835.631180280528
W90,1990-03-25,1829.142,1833.6994209376433
W90,1990-04-01,1818.838,1827.1614560170547
W91,2013-10-06,19466.9,19401.513335847154
W91,2013-10-13,19798.45,19436.85041013369
W91,2013-10-20,19924.33,19426.5583819576
W91,2013-10-27,19681.8,19451.55066385885
W91,2013-11-03,19608.88,19417.232331225987
W91,2013-11-10,19636.22,19464.793022114492
W91,2013-11-17,19838.41,19392.463865517675
W91,2013-11-24,20051.33,19531.53323737323
W91,2013-12-01,19701.9,19458.204297507076
W91,2013-12-08,19697.26,19462.92745243246
W91,2013-12-15,19797.94,19284.46720250166
W91,2013-12-22,19395.38,19440.69042751967
W91,2013-12-29,19260.01,19317.496668636457
W92,2013-10-06,21837.03,22187.808552863753
W92,2013-10-13,22832.08,22256.92572037785
W92,2013-10-20,22198.61,22478.39227982768
W92,2013-10-27,22399.36,22722.018674006795
W92,2013-11-03,22658.55,22876.798799749733
W92,2013-11-10,22969.77,23170.72226496451
W92,2013-11-17,22908.66,23177.531013712385
W92,2013-11-24,22311.88,23531.534668551045
W92,2013-12-01,21853.35,23373.190445706972
W92,2013-12-08,22670.54,23253.2341070233
W92,2013-12-15,22686.31,22950.4433720969
W92,2013-12-22,21102.33,22916.99616387553
W92,2013-12-29,21032.34,22335.90048141171
W93,1982-05-09,1748.563,1736.5701116423593
W93,1982-05-16,1753.833,1724.8703287621818
W93,1982-05-23,1740.646,1726.1471281049867
W93,1982-05-30,1741.955,1747.4102393176684
W93,1982-06-06,1753.649,1753.1040463258284
W93,1982-06-13,1760.835,1744.2251502913841
W93,1982-06-20,1747.62,1736.4113855395685
W93,1982-06-27,1745.674,1742.2684980653705
